English,Japanese
Tom said that he didn want to eat anything,トムが言うには、何も食べたくなかったんだって。
Tom said that he saw the invisible man today,トムが今日透明人間を見たんだって。
Tom sends Mary a birthday present every year,トムってね、毎年メアリーに誕生日プレゼントを送ってるんだよ。
Tom spent a sleepless night thinking of Mary,トムはメアリーのことを考えて眠れない夜を過ごした。
Tom started getting impatient and frustrated,トムは焦ってイライラし始めた。
Tom studied French last night until midnight,トムは昨日の夜は夜中までフランス語の勉強をした。
Tom told me he thought Mary was in Australia,メアリーはオーストラリアにいると思うとトムが言っていた。
Tom took Mary arm and they started walking,トムはメアリーの腕を取って歩き始めた。
Tom took out a magazine and began to read it,トムは雑誌を取り出し、読み始めた。
Tom translated everything into French for me,トムが私のために全てフランス語に翻訳してくれました。
Tom translated everything into French for me,トムが私にって全部フランス語に訳してくれたんだ。
Tom translated the letter into French for me,トムが手紙をフランス語に翻訳してくれました。
Tom translated the letter into French for me,その手紙、私のためにトムがフランス語に訳してくれたの。
Tom usually helps me with this kind of thing,この手のことは、大体トムが手伝ってくれるんだよ。
Tom wanted to know the cause of the accident,トムは事故の原因を知りたがった。
Tom wanted to spend New Year Eve with Mary,トムはメアリーと一緒に大晦日を過ごしたかった。
Tom wanted to spend New Year Eve with Mary,トムはメアリーと一緒に年越しをしたかった。
Tom was always different from other children,トムはいつも他の子供たちと違っていた。
Tom was in a hurry so he left his bed unmade,トムは急いでいたので、ベッドメイキングをしなかった。
Tom was in a hurry so he left his bed unmade,トムは急いでいたので、ベッドを直さず、放置した。
Tom was the one who ate all of the ice cream,アイスを全部食べたのはトムだよ。
Tom was waiting outside the library for Mary,トムは図書館の外でメアリーを待っていました。
Tom was waiting outside the library for Mary,トムなら、図書館の外でメアリーを待ってたよ。
Tom was wearing a Tshirt and a baseball cap,トムはTシャツに野球帽だったよ。
Tom was wearing a Tshirt and a baseball cap,トムはTシャツに野球帽をかぶってたよ。
Tom was wearing a Tshirt and a baseball cap,トムはTシャツに野球帽姿だった。
Tom watches the 6 o news every evening,トムは毎晩6時のニュースを見ている。
Tom went to the post office to mail a letter,トムは手紙を出しに郵便局に行った。
Tom would like to be reincarnated as a woman,トムは女性に生まれ変わりたいと思っている。
Tom wouldn tell me why he wanted a divorce,トムは離婚したい理由を私に教えてはくれなかった。
Tom Japanese is improving little by little,トムの日本語は少しずつ進歩している。
Tom Japanese is improving little by little,トムの日本語は少しずつ上達している。
Tom apartment is small but it very cozy,トムのアパートは狭いんだけど、すごく居心地がいいんだ。
Tom house has a beautiful marble staircase,トムさんのお宅には、きれいな大理石の階段があるんですのよ。
Tom house has a beautiful marble staircase,トムんちって、きれいな大理石の階段があるんだよ。
Tom new car can do 140 kilometers per hour,トムの新車は時速140キロ出るんだよ。
Tom parents and Mary parents are friends,トムとメアリーの両親は友達だ。
Tom what do you want to be when you grow up,トムは大きくなったら何になりたい？
Tom will you let me copy your math homework,トム、数学の宿題写させてくれない？
Tomorrow I go to his house to pick him up,明日家まで迎えに行きます。
Tomorrow morning wake me up at 600 please,明日の朝、６時に起こしてね。
Trying to do such a thing is a waste of time,そんなことやっても時間の無駄にすぎない。
Turn off the television I can concentrate,気が散るからテレビを消してくれ。
Turn off the television I can concentrate,テレビを消してよ。集中できない。
Turn to me for help if you are in difficulty,困ったら私に助けを求めなさい。
Two high school boys beat Tom black and blue,トムは２人の高校生にあざだらけになるまで殴られた。
Two hundred people died of cholera last year,２００人の人が昨年コレラで死んだ。
Upon hearing the news she broke down crying,彼女はその知らせを聞いて泣き崩れた。
Was Tom able to find what he was looking for,トムは探し物を見つけることができた？
Washing the car took longer than we expected,私たちが予想していたより洗車に時間がかかった。
Watch out for cars when you cross the street,道路を横断する時には車に注意しなさい。
We can see the view because of these trees,これらの木で景色が見えない。
We consumers must buy more domestic products,我々消費者は国産品をもっと買わなければならない。
We couldn go out because of the heavy rain,大雨のため私たちは外出できなかった。
We couldn go out because of the heavy rain,大雨で私たちは外出することができなかった。
We couldn help but think that Tom was dead,私たちはトムが死んだものとあきらめざるを得なかった。
We express our thoughts by means of language,私たちは言葉で思いを表現します。
We had a hearttoheart talk with each other,私たちはお互いに腹を割った話し合いをした。
We had a lot of spontaneous offers from them,彼らから自発的な申し出がたくさんあった。
We had to pay an additional ten thousand yen,１万円の追加料金を払う羽目になった。
We have a lot of things that need to be done,我々のすべきことはたくさんある。
We have to put off the game till next Sunday,試合は次の日曜日まで延期せざるを得ません。
We keep a spare key hidden under our doormat,玄関マットの下にスペアキーを隠してるんです。
We keep a spare key hidden under our doormat,ドアマットの下にスペアキーを隠してあるんです。
We like English the best of all our subjects,私たちはすべての教科の中で英語が一番好きです。
We lost our electricity because of the storm,嵐で停電した。
We must be as kind to old people as possible,お年寄りにはできるだけ親切にしなくてはいけません。
We must look after her children this evening,私たちは今晩彼女の子供たちの世話をしなくてはならない。
We named our oldest son after my grandfather,長男の名前は、おじいちゃんの名前をとってつけたのよ。
We need to prioritize the items on this list,私たちはこのリストの項目に優先順位をつける必要がある。
We played games for about an hour and a half,私たちは約１時間半ゲームをした。
We probably won have much snow this winter,今年の冬は雪が少ないだろう。
We put off our departure because of the rain,雨のため、出発を延期しました。
We saw the sights of the city this afternoon,午後は市内を見て回りました。
We took it for granted that he would join us,私たちは彼が加わるのを当然だと思った。
We turned left at the corner and drove north,私たちは角を左に曲がり、車を北へと走らせた。
We used a couple of tons of coal last winter,うちでは去年の冬、石炭を数トン使った。
We were glad to hear that he got back safely,私たちは彼が無事に戻ったのを聞いてうれしかった。
We were glad to hear that he got back safely,私たちは彼が無事に戻った知らせを聞いて喜んだ。
We all supposed to know the traffic rules,私たちの誰もが、交通ルールを知っておかなくてはいけないのだ。
We currently experiencing some turbulence,ただ今気流の関係で揺れております。
We so busy we take any help we can get,猫の手も借りたいくらいだ。
We so busy we take any help we can get,猫の手も借りたいくらい忙しいんだよ。
We sorry that we weren able to help you,お手伝いできず残念です。
We decided the date for our class reunion,同窓会の日取りを決めた。
Well done Your parents must be proud of you,でかしたね。ご両親もさぞかし鼻が高いでしょうね。
Were I you I would not do such a rude thing,私が君だったら、そんな無礼なことをしたりしないでしょう。
What a blessing it is that they did not come,彼らが来なかったとはありがたいことだ。
What color do you use when you paint the sun,太陽を描く時って、何色を使う？
What did they add this needless function for,こんな余計な機能なんでつけたんだろう。
What do you enjoy most about learning French,フランス語を勉強していて一番面白いことは何ですか？
What do you say to waiting five more minutes,もう5分待ってみましょう。
What is the difference between this and that,これとそれの違いは何なの？
What kind of music has been popular recently,どんな種類の音楽が最近流行ってるんですか？
What needs to be changed to get this to work,どこをいじったら動くんだ。
What on earth did you put it on the menu for,いったい何のためにそれをメニューに載せているんだ。
What on earth spurred them to such an action,一体何が彼らをそのような行動に駆り立てたのか？
What time did you close the store last night,昨夜は何時に店を閉めましたか。
What time was it when you got back from work,仕事から帰ったのって、何時だった？
What was your mother doing when you got home,あなたが家に帰って来た時、お母さんは何をしていましたか。
What would you do if you had half a year off,もし半年休みがあったら何する？
What 5814 rounded to the nearest thousand,５８１４を千の位に四捨五入すれば何になりますか。
What 5814 rounded to the nearest thousand,５８１４の百の位を四捨五入するといくつになりますか？
What the best way to get rid of mosquitoes,蚊を退治する一番いい方法って、なに？
What your favorite small town in Australia,オーストラリアでお気に入りの小さな街はなんですか？
When I got up this morning I had a headache,今朝起きたとき、頭痛がしました。
When I was taking a bath the telephone rang,お風呂に入っているとき、電話がなった。
When Tom was thirteen he ran away from home,１３歳の時にトムは家出をした。
When it comes to cooking no one can beat me,料理のことであれば、誰にも負けないよ。
When the fire broke out he was sound asleep,火事になった時、彼はぐっすり眠っていた。
When the fire broke out he was sound asleep,火事が起こった時、彼はぐっすり眠っていました。
When was the last time you ate a pomegranate,最後にザクロを食べたのって、いつなの？
When was the last time you got your hair cut,最後に髪切ったのいつですか？
When was the last time you had your hair cut,最後に髪切ったのいつですか？
When was the last time you traveled by train,電車で旅行したのは、いつが最後？
When will I be able to download the new data,新しいデータをダウンロードできるのはいつですか？
When you finish reading this letter burn it,この手紙を読み終わったら燃やしなさい。
Where are you going all dressed up like that,そんなおめかししてどこ行くの？
Where can I go to buy art books and catalogs,画集やカタログはどこで売っていますか。
Where did all that selfconfidence come from,その自信はどこから来るの？
Where do you think Tom bought his motorcycle,どこでトムはバイクを買ったんだと思う？
Where do you think the safest place would be,一番安全な場所って、どこだと思う？
Where do you want to go this summer vacation,今年の夏休みは、どこに遊びに行きたい？
Where your favorite place to eat in Boston,ボストンの食事できる場所でさ、お気に入りのとこってどこ？
Who do you think the author of this novel is,この小説の作者はだれだと思いますか。
Who was the girl you were with the other day,昨日一緒にいた女の人誰？
Who that cute guy I saw you with yesterday,昨日一緒にいた、あのカッコいい人は誰なの？
Who the best French speaker in your family,ご家族の中で、フランス語が一番上手なのは誰ですか？
Who the best French speaker in your family,家族の中だと、誰が一番上手にフランス語を話しますか？
Whose account should I transfer the money to,どの口座に振り込めばいいの？
Why did you buy such an expensive dictionary,どうして、そんな高い辞書買ったの？
Why did you think that Tom liked heavy metal,なんでトムがヘヴィメタルが好きだと思ったの？
Why did you think that Tom liked heavy metal,どうしてトムがヘビメタを好きだと思ったの？
Why is October 20th circled on your calendar,カレンダーの１０月２０日にどうして丸してるの？
Why is it that you always late for school,いつも学校に遅れるのはどういう訳だ。
Why is taking pictures of trains interesting,電車の写真なんか撮って何が楽しいの？
Why isn there any food in the refrigerator,なんで冷蔵庫の中に食料がないの？
Why isn there any food in the refrigerator,なんで冷蔵庫の中に食べ物がないんだよ。
Why would you want to talk to Tom about that,どうして、そんなことトムに相談したいの？
Without your assistance I would have failed,君の援助がなかったら、僕は失敗していたよ。
Women live longer than men in most countries,たいていの国では女性は男性より長生きだ。
Workaholics view holidays as a waste of time,仕事中毒者は休日を時間の無駄とみなす。
Would you be so kind as to turn the light on,電気をつけていただけませんか。
Would you like to go to the aquarium with me,一緒に水族館に行かない？
Would you like to have a drink before dinner,食事の前にお飲物はいかがですか。
Would you look after the place while I out,留守番しててね。
Would you mind my staying here for some time,しばらくここにいてもいいですか。
Would you please mail this letter by airmail,この手紙を航空便で出してくれませんか。
Would you please send me a catalogue by mail,カタログを郵送していただけないでしょうか。
Would you please send this letter by airmail,この手紙を航空便で出してくれませんか。
Write your name and address on this envelope,この封筒に住所・氏名を書きなさい。
You can always count on him in any emergency,いざという時は、いつでもあいつを頼ればいいからな。
You can eat the rest of the cake if you want,食べたかったら、残ってるケーキも食べていいよ。
You can solve the problem in nonviolent ways,乱暴なことをしなくてもその問題は解決できる。
You can win all the battles yet lose the war,個々の戦闘にはみな勝っても戦争に負けることがある。
You can use this faucet It out of order,この蛇口は使えません。故障しています。
You did it without anyone help didn you,誰の助けも借りずにやったんでしょ？
You didn come to school yesterday did you,昨日は学校に来てないんでしょ？
You didn know anything about this did you,これについては、何も知らなかったんだよね？
You didn need to take an umbrella with you,傘を持ってく必要はなかったんだよ。
You don need to be in that much of a hurry,あんまり急がなくてもいいからね。
You had better not speak loudly in this room,この部屋では大声で話さないほうがよい。
You have to do that more carefully next time,次は、もっと注意してやってくださいよ。
You have to pay 10000 yen extra on holidays,平日料金と休日料金で、１万円も違うんだ。
You know that you need to do that don you,それをしなくちゃいけないって分かってるんだよね？
You know that you need to do that don you,それをやらないといけないって知ってるんだよね？
You look just like your father in this photo,この写真のお父さんに、そっくりね。
You look like your mother when she was young,母さんの若い頃に似てる。
You may give this ticket to whoever wants it,この切符、誰でも欲しがっている人にやっていいよ。
You may give this ticket to whoever wants it,このチケット、欲しい人にあげていいよ。
You may give this ticket to whoever wants it,このチケット、欲しい人に差し上げて。
You may give this ticket to whoever wants it,このチケット、欲しっていう人にあげていいよ。
You may go out as long as you come back soon,すぐに戻ってくるのなら、外に出てもいいですよ。
You must be careful in choosing your friends,友達選びは慎重にやりなさい。
You must not discuss this matter with anyone,このことは誰にも話してはいけない。
You must not lose sight of your goal in life,人生の目標を見失ってはいけない。
You should always save money for a rainy day,まさかの時のためにいつも貯金をしておかなければならない。
You should be more thoughtful of your safety,もっと自分の安全のことを考えないと駄目だよ。
You should do the honorable thing and resign,君は潔く辞任すべきだ。
You should pay more attention to your health,もっと自分の健康に気を配った方がいいぞ。
You should put safety before everything else,何よりも安全を優先すべきだよ。
You should known better than to trust Tom,トムのことなんか信用しなきゃよかったんだよ。
You shouldn ride a bicycle on the sidewalk,歩道で自転車に乗ってはいけません。
You shouldn worry about his eccentricities,君は彼の奇行を気にしないほうがよい。
You were very loud last night and woke me up,昨夜、お前がすごくうるさくて、目が覚めちゃったぞ。
You better keep your money for a rainy day,万一の場合に備えてお金をためるのは賢明だ。
You better not go out in this cold weather,こんな寒い日は外に出ないほうがいいですよ。
You better not walk around in such a place,こんな所を歩き回らないほうがいい。
You better take an umbrella with you today,今日は傘を持っていったほうがいいよ。
You have to get up early tomorrow morning,明日の朝は早起きしてよ。
You soon get used to eating Japanese food,日本食にはすぐに慣れますよ。
You bound to fail unless you study harder,もっと勉強しないときっと失敗するわよ。
You not allowed to hunt in national parks,国立公園内での狩猟は禁止されている。
You the only person that can persuade Tom,君はトムを説得できる唯一の人だ。
You got a bit of a fever today don you,今日はちょっと熱があるんだろ？
Your behavior brought disgrace on our family,お前のふるまいはわが家の名を汚した。
Your blouse goes beautifully with that skirt,ブラウスがスカートに合ってて、とても素敵です。
Your question is not relevant to the subject,君の質問は当面の話題とは関係がない。
Your speech was appropriate for the occasion,あなたのスピーチはあの場にふさわしいものだった。
Can I take photographs here Only outside,「ここで写真を撮ってもいいですか？」「外だけなら」
I never thought Tom would win Me neither,「まさかトムが勝つとは思わなかったなあ」「僕もだよ」
My dad doesn drink Mine doesn either,「僕の父さんお酒は飲まないよ」「私の父さんもだよ」
Thank you for your help It my pleasure,「手伝ってくれてありがとう」「どういたしまして」
That not the problem Then what wrong,「そんなの問題なんじゃないよ」「じゃぁ、何がいけないの？」
Where were you I was at a friend house,「どこにいたの？」「友達んちよ」
Why are you late Tom I was eating lunch,「トム、なんで遅れちゃったの？」「昼ご飯を食べてたんだ」
Why are you late Tom I was eating lunch,「トム、なんで遅れるの？」「昼飯、食ってたんだ」
Why are you mad at me I not mad at you,「なんで怒ってるの？」「怒ってません！」
Will it stop raining soon I afraid not,「雨がすぐあがるでしょうか」「あがらないと思うよ」
Will it stop raining soon I afraid not,「雨はすぐやむかな」「やまないと思うよ」
Will it stop raining soon I afraid not,「雨はすぐに上がるでしょうか｣「すぐには上がらないと思います」
A Japanese person would never do such a thing,日本人ならそんなことはけっしてしないでしょう。
A boy with a toy sword was playing by himself,おもちゃの剣を持った少年が、一人で遊んでいた。
A button came off when I was playing baseball,野球をしていた時に、ボタンが取れたんだ。
A calculator is more efficient than an abacus,電卓は、そろばんよりも効率的だよ。
A cat was sharpening its claws against a post,猫が柱でつめを研いでいた。
A crowd of people gathered around the speaker,話し手の周りには人だかりがしていた。
A great number of accidents happen every year,毎年たくさんの事故が発生する。
A lot of houses were washed away by the flood,たくさんの家が洪水で流された。
A nervous person will not be fit for this job,神経質な人はこの仕事には向かない。
A pretty girl with black hair was in the park,黒い髪の綺麗な女の子が公園にいました。
A true friendship is more valuable than money,真の友情はお金より尊い。
A true gentleman would not betray his friends,本当の紳士なら、友達を裏切ったりしないだろう。
A wise person wouldn do something like that,賢い人はそんなことはしないだろう。
About how long does it take to walk to Vienna,ウィーンまでは歩くとどのくらいかかりますか？
About how many days will it take to get there,何日くらいで着きますか。
Above all logic requires precise definitions,とりわけ、論理学には正確な定義が要求される。
According to the news he was eaten by sharks,ニュースによると彼はサメに食べられたということだ。
According to the paper it will snow tomorrow,新聞によれば明日は雪だそうです。
Adding comments makes reading the code easier,コメントを付けるとコードが読みやすくなります。
Adding comments makes the code easier to read,コメントを付けるとコードが読みやすくなります。
Addressing one boss as omae is unheard of,上司に向かって「お前」とはなんだ！
After ten minutes walk we came to the museum,１０分歩くと私達は博物館へ着いた。
After you finish reading this letter burn it,この手紙を読み終わったら燃やしなさい。
All he wanted was time to finish his painting,彼が望んでいたのは絵を完成させる時間だけだった。
All of our children went to good universities,うちの子はみんな、いい大学に進みました。
All the characters in this book are imaginary,この本に登場する人物は、すべて架空のものです。
All you have to do is follow the instructions,君は指示に従ってさえいればいいのです。
Almost everybody that I know can speak French,私が知っている大部分の人はフランス語を話せます。
Am I the only one here who can speak French,ここでフランス語が話せないのは、僕だけ？
Am I the only one that doesn agree with you,あなたの意見に賛成してないのって、私だけ？
Am I the only one that doesn agree with you,同意してないのは、僕だけ？
America economy is the largest in the world,アメリカ経済は世界最大です。
An ant can lift more than 50 times its weight,アリは自分の体重の５０倍以上の物を持ち上げることができる。
An hour walk brought me to the next village,隣の村まで歩いて１時間かかった。
Are you OK You look like you about to cry,大丈夫？泣きそうな顔して。
Are you getting Tom anything for his birthday,トムの誕生日に何かプレゼント買うの？
Are you going to continue working until 1000,１０時まで仕事を頑張るつもりですか？
Are you guys from Austria or is it Australia,君たちはオーストリア出身、それとも、オーストラリア出身？
Are you planning to go to Australia next year,来年オーストラリアに行く予定なの？
Are you sure that it OK to drink this water,本当にこの水を飲んでも大丈夫なんだね？
Are you sure that you don know what this is,本当にこれが何か分からないの？
Are you sure you don remember what happened,本当に、何が起きたか覚えてないの？
Are you sure you don want me to talk to Tom,私とトムが話をするのが嫌って、それ本気で言ってるの？
Armstrong was the first man to reach the moon,アームストロングは一番最初に月に到達した人でした。
As a matter of fact bankruptcy is inevitable,実際のところ、倒産は避けられない。
As expected the price of imported goods rose,予想通り、輸入品の価格が上昇した。
As far as I am concerned I have no objection,私についていえば、異議はありません。
As far as I know they always keep their word,私の知る限りでは、彼らはいつも約束を守る。
As soon as she opened the door a cat ran out,彼女がドアを開けるやいなや猫が走り出た。
As soon as the game started it began to rain,試合が始まるとすぐ雨が降り始めた。
As soon as the game started it began to rain,試合が始まるとすぐに雨が降りはじめた。
As soon as we get the answer we phone you,僕たちに答えがわかったらすぐに電話するよ。
As soon as we sat down she brought us coffee,私たちが座るとすぐに彼女はコーヒーを持ってきた。
At last they reached the top of the mountain,ついに彼らはその山の頂上に到達した。
At last they reached the top of the mountain,ついに彼らは山頂にたどり着いた。
At this rate we won be able to buy a house,この調子では家は買えそうにないな。
Avoid crossing this street when it is raining,雨が降っているときは、この通りを渡らないでください。
Be careful not to make the same mistake again,同じミスをしないように注意しましょう。
Because of the typhoon the school was closed,台風のために休校になった。
Because of the typhoon the school was closed,台風で休校になりました。
Books such as these are too difficult for him,このような本は彼には難しすぎる。
Both Tom and Mary aren very good at cooking,トムもメアリーも料理がとても上手というわけではない。
Both my mother and father were born in Boston,僕の両親は二人ともボストン出身です。
Brush your teeth properly before going to bed,寝る前にはちゃんと歯を磨きなさい。
By the way my English is absolutely hopeless,ちなみに私は英語がからきし駄目なんです。
Calm down I come over as soon as possible,落ち着けよ。すぐそこに行くから。
Camels are often used to travel in the desert,ラクダは砂漠を旅するのに屡々用いられている。
Can I make an appointment for a haircut today,今日、カットの予約はできますか？
Can I rely on you to be here on time tomorrow,明日は時間どおり、ここに来てもらえるよね？
Can you give me your telephone number please,電話番号を教えてもらえませんか？
Can you tell me when the next bus will arrive,次のバスはいつ来ますか。
Can you tell me where the nearest bus stop is,一番近いバス停はどこですか。
Cancer may be related to viruses of some kind,ガンはある種のウイルスと関係があるかもしれない。
Chinese food is no less delicious than French,中華料理はフランス料理と同様に美味しい。
Columbus discovery of America was accidental,コロンブスがアメリカを発見したのは、偶然だった。
Computer supplies are very expensive in Japan,日本ではコンピューター用品が非常に高い。
Could you give me a lift to the train station,駅まで車で送ってくれませんか。
Could you give me a lift to the train station,駅まで乗せていってもらえませんか。
Could you give me a lift to the train station,駅まで車で送っていただけませんか。
Could you translate this document into French,この文書、フランス語に翻訳してくださいませんか？
Could you translate this document into French,この文書をフランス語へ訳してください。
Country roads aren as crowded as city roads,田舎の道路は、都会ほど混雑しませんよ。
Did the police find any trace of the murderer,警察は殺人犯の痕跡を見つけたのでしょうか？
Did the umbrella that you found belong to Tom,あなたが見つけたその傘はトムのですか？
Did we have any English homework due tomorrow,明日の英語って宿題あったっけ？
Did you make a list of things you want to buy,買いたいものリストは作ったの？
Did you take part in the discussion yesterday,昨日の議論には参加しましたか。
Did you talk to your new classmates yesterday,昨日は新しいクラスの子と話した？
Did you turn off the light in the living room,リビングの電気、消した？
Did you turn off the light in the living room,居間の電気は消したの？
Did you turn the light in the living room off,リビングの電気、消した？
Did you turn the light in the living room off,居間の電気は消したの？
Did you turn the light off in the living room,リビングの電気、消した？
Did you turn the light off in the living room,居間の電気は消したの？
Didn you know that I didn want to do that,私がそれをしたくなかったって知らなかったの？
Dinosaurs became extinct a very long time ago,太古の昔、恐竜は死に絶えた。
Do you care what other people think about you,他の人達が貴方をどう思うのかが問題？
Do you care what other people think about you,人にどう思われてるかって気になる？
Do you have a number where we can contact you,ご連絡先の電話番号は何番でしょうか。
Do you have any plans for the summer vacation,夏休みは何か計画してるの？
Do you know the reason why he cut class today,彼が今日授業をさぼった理由を知っていますか。
Do you know the reason why the sky looks blue,なぜ空が青く見えるか知っていますか。
Do you know what time that supermarket closes,あそこのスーパー、何時までやってるか知ってる？
Do you think Tom knows I want to go to Boston,私がボストンに行きたがっていることをトムは知ってると思う？
Do you think that my way of teaching is wrong,わたしの教え方は間違っていると思いますか。
Do you want me to help you look for your keys,鍵を探すの、手伝いましょうか？
Do you want me to help you with your homework,私に宿題を手伝ってほしいの？
Do you by any chance think you will succeed,ひょっとして君は自分が成功すると思っているのかね。
Doctors did everything they could to cure him,医師らは彼を治療するためにあらゆる手段を尽くした。
Does anybody want to take a walk to the beach,誰か海まで散歩に行かない？
Does he have anything to do with the campaign,彼はその運動に関係があるのですか。
Doing that was more difficult than I expected,それをするのは思ったより難しかった。
Don ask me so many questions Use your head,私にそんなにたくさん質問するな。自分の頭を使え。
Don ask me so many questions Use your head,質問ばっかりしてないで、自分で考えろ。
Don ask me to choose between you and my job,私か仕事かって迫るのはやめてくれよ。
Don fail to come here by the appointed time,約束の時間までに必ずここに来るように。
Don get an upset stomach by eating too much,食べ過ぎておなかを壊すなよ。
Don hesitate to ask your teacher a question,質問があったら、遠慮しないで先生に聞きなさい。
Don let this codebook fall into enemy hands,このコードブックを敵の手に渡すんじゃないぞ。
Don speak to the driver while he is driving,運転中にドライバーに話し掛けてはいけません。
Don you think it rather warm for December,１２月にしては少々暖かいと思いませんか。
Dr Skeleton is known for his study on ghosts,スケルトン博士は幽霊の研究で知られている。
Drinking warm milk will help you get to sleep,寝る前にホットミルクを飲むと寝つきが良くなりますよ。
Early explorers used the stars for navigation,昔の探検家たちは航海するのに星を利用した。
Education aims to develop potential abilities,教育は潜在する能力の開発をめざすものだ。
Education aims to develop potential abilities,教育は、潜在能力を伸ばすことを目的としています。
Even if you wash it the color won come out,洗っても色が落ちない。
Even smart people are sometimes absentminded,利口な人でも時にはぼんやりすることがある。
Everybody in the building felt the earthquake,ビルの中にいた誰もが地震を感じた。
Everybody wanted to know why Tom quit his job,トムが仕事を辞めた理由を、誰もが知りたがった。
Everyone has their own strong and weak points,誰にでも得手不得手がある。
Except for the weather it was a great picnic,天気を除けば、楽しいピクニックでした。
Excuse me but do you mind if I ask your name,失礼ですが、お名前を伺ってもよろしいですか。
Exercise is the best way to get rid of stress,ストレス解消には体を動かすのが一番です。
Few people noticed her absence from the party,彼女がパーティーにきていないことにほとんど誰も気が付かなかった。
Five thousand dollars is a large sum of money,５千ドルというのは、多額なお金だ。
For me skiing is a lot more fun than skating,私には、スケートよりもスキーのほうがずっと面白いです。
For some unknown reason sales have increased,理由はわからないが売上が増えてきた。
Forgive me for interrupting you the other day,先日はお邪魔しました。
Frankly speaking I don want to go with you,率直に言って私はあなたと行きたくない。
French is definitely not a difficult language,フランス語は決して難しい言語ではありません。
Generally speaking Japanese are hard workers,概して日本人は働き者だ。
Get lost I don want to see your face again,出ていけ。もう二度と顔も見たくない。
Get up at once or you will miss the 700 bus,すぐに起きないと、７時のバスに間に合わないよ。
Get up fifteen minutes earlier in the morning,朝は１５分早く起きなさい。
Give up on this one You wasting your time,今回はあきらめな。しょうがないよ。
Go and get a chair from the next room please,隣の部屋から椅子を持って来て下さい。
Go and get a chair from the next room please,隣の部屋からいすを１つ取ってきてください。
Greece was the cradle of western civilization,ギリシャは西洋文明の揺籃の地であった。
Half of the bananas in the basket were rotten,かごの中のバナナの半分は腐っていた。
Have you decided who you going to vote for,だれに投票するか決めた？
Have you ever been to Australia in the spring,春にオーストラリアに行ったことある？
Have you ever eaten chocolatecovered popcorn,チョコポップコーンって食べたことある？
Have you ever lost your luggage at an airport,空港で荷物なくしたことありますか？
Have you ever read a book written about Japan,日本について書かれた本を読んだことがありますか。
Have you ever seen Tom without his glasses on,トムが眼鏡外したとこ見たことある？
Have you ever stirred your coffee with a fork,コーヒーをフォークで混ぜたことってある？
Have you ever washed your face with body soap,ボディーソープで顔洗ったことある？
Have you gotten everything ready for tomorrow,明日の準備はできた？
Have you gotten everything ready for tomorrow,明日の準備できた？
Have you studied Darwin theory of evolution,ダーウィンの進化論は学びましたか。
Having done my homework I watched television,私は宿題をすませてからテレビを見た。
He accidentally hit his thumb with the hammer,彼は過って親指を金槌で打ち付けた。
He accidentally hit his thumb with the hammer,彼はうっかり金槌で親指を叩いてしまった。
He anticipated traveling abroad the next year,彼はその翌年外国を旅行するのを楽しみにしていた。
He became a singer against his parents wishes,彼は親の意に背いて歌手になった。
He can speak not only English but also French,彼は英語のみならずフランス語も話すことができる。
He earns over 500 dollars a month at that job,彼はその仕事で月に500ドル以上も稼いでいる。
He examined the spare parts one after another,彼は予備の部品を次々と調べていった。
He got lost while he was walking in the woods,彼は森の中を歩いているうちに迷ってしまった。
He had no money and so could not buy any food,彼はお金がなかったので、食べ物を買うことができなかった。
He has been playing tennis since this morning,彼は今朝からずっとテニスをしている。
He has lived here since he was five years old,彼は５歳の時からここに住んでいる。
He has not eaten a decent meal in a long time,彼は長い間きちんとした食事をしていない。
He hasn yet turned in the report this month,彼は今月まだ報告書を提出していない。
He is an honest man and will always remain so,彼は正直な人だし、これからもずっとそうだろう。
He is fighting with his back against the wall,彼は悪戦苦闘している。
He is in desperate search of further evidence,彼はもっと証拠がないかと、やっきになって捜している。
He is not as intelligent as his older brother,彼は兄より知性的ではない。
He is the foremost authority on heart surgery,彼は心臓外科の第一人者だ。
He is the manager of the marketing department,彼は営業部の部長です。
He left his family and went to live in Tahiti,彼は家族を捨ててタヒチ島に移り住んだ。
He listened to the music with his eyes closed,彼は目を閉じて音楽を聞いた。
He looks old but he is still in his twenties,彼は老けて見えるが、まだ２０代だ。
He made up his mind to keep a diary every day,彼は毎日、日記をつける決心をした。
He makes frequent visits to Japan on business,彼は商用でしばしば日本にやってくる。
He makes frequent visits to Japan on business,彼はたびたび仕事で日本を訪れる。
He played the guitar and she played the piano,彼はギターを弾き、彼女はピアノを弾いた。
He reached across the table and shook my hand,彼はテーブル越しに手を差し出し、私と握手をした。
He reached across the table and shook my hand,彼はテーブル越しに手を差しだし、私と握手した。
He said that he would come back here tomorrow,明日ここへ戻ってくると彼は言った。
He seldom does anything he really hates to do,彼は本当に嫌いな事は滅多にやらない。
He selected a pair of socks to match his suit,彼はスーツにあう靴下を選んだ。
He told them that he had had a wonderful time,彼はとても素晴らしい時間を過ごせたと彼らに伝えた。
He took out a book about the history of coins,彼はコインの歴史に関する本を出した。
He took out a book about the history of coins,彼は硬貨の歴史についての本を取り出した。
He visited the coast of South America in 1499,彼は1499年に南アメリカの海岸を訪れた。
He was absent from school because he was sick,彼は病気のため、学校を休んだ。
He was absent from school because he was sick,彼は病気だったので学校を休んだ。
He was absent from school because he was sick,彼は病気で学校を休んだ。
